millis	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	dn	lf	rt
602318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
