millis	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	dn	lf	rt
1169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1548	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1582	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1614	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1651	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1683	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1712	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1749	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1783	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1816	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1847	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1881	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1915	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1948	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1982	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2014	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2046	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2077	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2112	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2148	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2182	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2213	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2248	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2281	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2312	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2345	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2376	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2413	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2446	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2479	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2513	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2546	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2580	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2613	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2646	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2679	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2713	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2745	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2778	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2812	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2845	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2878	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2911	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2945	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2978	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
3011	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3045	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3078	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3110	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3145	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3177	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3213	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3247	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
3278	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
3316	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
3343	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
3382	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
3414	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
3444	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
3481	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3513	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3544	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3581	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3615	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3643	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3680	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3710	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3743	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3777	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3809	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3843	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3879	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3911	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3944	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3977	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
4015	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
4046	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
4079	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
4111	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
4146	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
4176	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4215	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4247	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4279	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4312	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4347	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4378	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
4411	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
4444	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
