millis	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	dn	lf	rt
196695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
