millis	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	dn	lf	rt
235784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
