The	0.106	0.155731428571429
light	0.1002	0.155731428571429
looks	0.1198	0.155731428571429
nice	0.1165	0.155731428571429
in	0.058	0.155731428571429
here	0.11225	0.155731428571429
tonight.	0.16875	0.155731428571429
	Inf	0.155731428571429
And	0.0886666666666667	0.155731428571429
it	0.1	0.155731428571429
smells	0.0948333333333333	0.155731428571429
wonderful.	0.1833	0.155731428571429
	Inf	0.155731428571429
I	0.133	0.155731428571429
notice	0.1085	0.155731428571429
that	0.1255	0.155731428571429
I'm	0.139	0.155731428571429
looking	0.114	0.155731428571429
at	0.085	0.155731428571429
the	0.0893333333333333	0.155731428571429
keyboard	0.127125	0.155731428571429
as	0.1245	0.155731428571429
I	0.118	0.155731428571429
type,	0.1504	0.155731428571429
but	0.0663333333333333	0.155731428571429
I	0.066	0.155731428571429
am	0.074	0.155731428571429
unable	0.0998333333333333	0.155731428571429
to	0.067	0.155731428571429
see	0.134666666666667	0.155731428571429
the	0.0723333333333333	0.155731428571429
actual	0.1445	0.155731428571429
words	0.1134	0.155731428571429
typed	0.0864	0.155731428571429
onscreen.	0.278	0.155731428571429
	Inf	NA
It's	0.116	0.183312977099237
cool.	0.2632	0.183312977099237
	Inf	0.183312977099237
I	0.101	0.183312977099237
feel	0.1545	0.183312977099237
like	0.10425	0.183312977099237
I	0.084	0.183312977099237
can	0.139666666666667	0.183312977099237
only	0.1415	0.183312977099237
go	0.134	0.183312977099237
forward	0.254714285714286	0.183312977099237
since	0.0834	0.183312977099237
there	0.113	0.183312977099237
is	0.0775	0.183312977099237
no	0.0835	0.183312977099237
ability	0.109142857142857	0.183312977099237
to	0.084	0.183312977099237
revise	0.153166666666667	0.183312977099237
my	0.151	0.183312977099237
position	0.17025	0.183312977099237
based	0.124	0.183312977099237
on	0.0655	0.183312977099237
mouse	0.107	0.183312977099237
or	0.109	0.183312977099237
cursor	0.147	0.183312977099237
movements.	0.2266	0.183312977099237
	Inf	NA
Some	0.09675	0.180633333333333
dude	0.101	0.180633333333333
just	0.1125	0.180633333333333
passed	0.124833333333333	0.180633333333333
by	0.109	0.180633333333333
the	0.083	0.180633333333333
apartment.	0.2314	0.180633333333333
	Inf	0.180633333333333
Neighboor	0.115	0.180633333333333
really.	0.256857142857143	0.180633333333333
	Inf	NA
It	0.108	0.2383
smells	0.0941666666666667	0.2383
awesome.	0.187375	0.2383
	Inf	NA
The	0.0833333333333333	0.17131007751938
idea	0.12925	0.17131007751938
of	0.0665	0.17131007751938
anonymous	0.188777777777778	0.17131007751938
love	0.14975	0.17131007751938
letters	0.114571428571429	0.17131007751938
is	0.059	0.17131007751938
kind	0.095	0.17131007751938
of	0.0675	0.17131007751938
cool.	0.2464	0.17131007751938
	Inf	0.17131007751938
Do	0.1075	0.17131007751938
I	0.101	0.17131007751938
need	0.10925	0.17131007751938
to	0.0495	0.17131007751938
baseline	0.158125	0.17131007751938
writing	0.205142857142857	0.17131007751938
skill	0.1564	0.17131007751938
before	0.108333333333333	0.17131007751938
doing	0.0862	0.17131007751938
a	0.052	0.17131007751938
blind	0.1364	0.17131007751938
type^ing	0.220875	0.17131007751938
analysis?	0.135222222222222	0.17131007751938
	Inf	0.230190476190476
	Inf	0.230190476190476
And	0.0883333333333333	0.230190476190476
how	0.061	0.230190476190476
am	0.083	0.230190476190476
I	0.066	0.230190476190476
going	0.0766	0.230190476190476
to	0.0675	0.230190476190476
treat	0.1668	0.230190476190476
deletions?	0.2118	0.230190476190476
	Inf	NA
This	0.09975	0.207041666666667
is	0.0755	0.207041666666667
kind	0.0915	0.207041666666667
of	0.066	0.207041666666667
awesome.	0.4065	0.207041666666667
	Inf	NA
Deep	0.1495	0.619
breath.	0.276285714285714	0.619
	Inf	NA
I'm	0.133666666666667	0.167477272727273
distracted	0.1317	0.167477272727273
by	0.0655	0.167477272727273
the	0.077	0.167477272727273
music	0.1164	0.167477272727273
I	0.1	0.167477272727273
think.	0.227166666666667	0.167477272727273
	Inf	0.167477272727273
What	0.09175	0.167477272727273
If	0.6595	NA
I	0.097	0.189864285714286
tried	0.1132	0.189864285714286
to	0.0585	0.189864285714286
type	0.0705	0.189864285714286
without	0.0928571428571429	0.189864285714286
looking	0.109714285714286	0.189864285714286
at	0.067	0.189864285714286
the	0.0716666666666667	0.189864285714286
keyboard	0.124875	0.189864285714286
at	0.0925	0.189864285714286
all?	0.333	0.189864285714286
	Inf	0.189864285714286
I'd	0.143666666666667	0.189864285714286
probably	0.179125	0.189864285714286
lose	0.22025	0.189864285714286
a	0.165	0.189864285714286
shit	0.08325	0.189864285714286
ton	0.0893333333333333	0.189864285714286
of	0.076	0.189864285714286
accuracy,	0.181222222222222	0.189864285714286
but	0.0556666666666667	0.189864285714286
I'd	0.311666666666667	0.189864285714286
just	0.1245	0.189864285714286
be	0.091	0.189864285714286
going	0.084	0.189864285714286
straight	0.106125	0.189864285714286
at	0.0755	0.189864285714286
it.	0.283333333333333	0.189864285714286
	Inf	NA
It's	0.13775	0.22147619047619
too	0.0943333333333333	0.22147619047619
bad	0.105666666666667	0.22147619047619
I	0.066	0.22147619047619
