This	0.12875	0.465416666666667
one	0.0776666666666667	0.465416666666667
is	0.125	0.465416666666667
a	0.013	0.203473684210526
first	0.1294	0.203473684210526
run	0.122666666666667	0.203473684210526
of	0.074	0.203473684210526
anonymous	0.146222222222222	0.203473684210526
love	0.12475	0.203473684210526
letters.	0.39175	0.203473684210526
	Inf	0.218142857142857
It	0.116	0.218142857142857
feels	0.1298	0.218142857142857
weird	0.1362	0.218142857142857
knowing	0.202285714285714	0.218142857142857
that	0.11675	0.218142857142857
I	0.081	0.218142857142857
am	0.1495	0.218142857142857
already	0.128571428571429	0.184771428571429
capturing	0.170222222222222	0.184771428571429
all	0.110666666666667	0.184771428571429
of	0.076	0.184771428571429
this	0.0835	0.184771428571429
data.	0.4506	0.184771428571429
	Inf	0.193516129032258
If	0.1165	0.193516129032258
I	0.047	0.193516129032258
only	0.13325	0.193516129032258
got	0.083	0.193516129032258
the	0.1	0.193516129032258
keypresses	0.14	0.193516129032258
no	0.091	0.13646835443038
the	0.0883333333333333	0.13646835443038
timestamps	0.1434	0.13646835443038
that	0.08725	0.13646835443038
would	0.0766	0.13646835443038
be	0.0745	0.13646835443038
one	0.0723333333333333	0.13646835443038
thing	0.0832	0.13646835443038
but	0.0543333333333333	0.13646835443038
the	0.0826666666666667	0.13646835443038
fact	0.104	0.13646835443038
that	0.104	0.13646835443038
I've	0.13825	0.13646835443038
got	0.0726666666666667	0.13646835443038
the	0.0893333333333333	0.13646835443038
keys	0.1	0.13646835443038
too	0.449333333333333	NA
is	0.0835	0.260473684210526
pretty	0.122166666666667	0.260473684210526
crazy.	0.505666666666667	0.260473684210526
	Inf	0.343909090909091
Here	0.1875	0.343909090909091
goes:	0.5668	0.343909090909091
	Inf	NA
Jami,	0.4328	0.4328
	Inf	NA
I	0.149	0.217107142857143
odn't	0.2662	0.217107142857143
know	0.09575	0.217107142857143
where	0.163	0.217107142857143
to	0.082	0.217107142857143
begin.	0.3885	0.217107142857143
	Inf	NA
I've	0.2505	0.19736
done	0.08325	0.19736
serious	0.138285714285714	0.19736
damage	0.142	0.19736
to	0.083	0.19736
my	0.183	0.19736
relationship	0.126166666666667	0.19736
and	0.083	0.475166666666667
I	1.666	NA
regret	0.1915	0.296555555555556
it.	0.727333333333333	0.296555555555556
	Inf	NA
I	0.133	0.2385
was	0.144	0.2385
acting	0.1195	0.2385
selfishly	0.364777777777778	0.2385
and	0.089	0.32904347826087
even	0.15425	0.32904347826087
when	0.105	0.32904347826087
I	0.047	0.32904347826087
tried	0.1268	0.32904347826087
to	0.083	0.32904347826087
extract	0.183285714285714	0.32904347826087
myself	0.133333333333333	0.32904347826087
from	0.12025	0.32904347826087
this	0.1035	0.187837837837838
indulgence	0.1764	0.187837837837838
I	0.083	0.187837837837838
wanted	0.138666666666667	0.187837837837838
to	0.075	0.187837837837838
entertain,	0.2785	0.187837837837838
I	0.133	0.247
kept	0.19125	0.247
going	0.1036	0.247
back.	0.4106	0.247
	Inf	0.259428571428571
Being	0.0874	0.259428571428571
obssesive.	0.4564	0.259428571428571
	Inf	NA
It's	0.121	0.223904761904762
consistent	0.1167	0.223904761904762
with	0.1085	0.223904761904762
addiction	0.164777777777778	0.4783
and	0.1	0.257472222222222
that	0.20075	0.257472222222222
reward	0.238666666666667	0.257472222222222
system	0.122166666666667	0.257472222222222
feedback	0.172875	0.257472222222222
loop.	0.6732	0.257472222222222
	Inf	0.272341463414634
a^All	0.3232	0.272341463414634
the	0.0993333333333333	0.272341463414634
same,	0.1364	0.272341463414634
I	0.067	0.272341463414634
knew	0.11225	0.272341463414634
it	0.084	0.272341463414634
was	0.143666666666667	0.272341463414634
hurting	0.131142857142857	0.272341463414634
me	0.118	0.262428571428571
and	0.0943333333333333	0.262428571428571
N	0.733	0.262428571428571
but	0.0606666666666667	0.262428571428571
I	0.05	0.262428571428571
still	0.1598	0.262428571428571
couldn't	0.106625	0.262428571428571
stop.	0.8632	0.262428571428571
	Inf	0.504962962962963
It	0.1175	0.504962962962963
went	0.1215	0.504962962962963
on	0.0665	0.504962962962963
for	0.0843333333333333	0.504962962962963
so	0.1085	0.504962962962963
long.	0.2332	0.504962962962963
	Inf	NA
All	0.15	0.178777777777778
I	0.068	0.178777777777778
could	0.0932	0.178777777777778
do	0.0915	0.178777777777778
was	0.15	0.178777777777778
drop	0.104	0.178777777777778
little	0.1115	0.178777777777778
hints	0.474	0.178777777777778
and	0.1	0.526
try	0.138666666666667	0.317647058823529
to	0.084	0.317647058823529
come	0.08725	0.317647058823529
clean	0.7664	0.317647058823529
without	0.0975714285714286	0.448222222222222
jumping	0.15	0.250634615384615
into	0.09075	0.250634615384615
it.	0.255333333333333	0.250634615384615
	Inf	0.250634615384615
Come	0.09975	0.250634615384615
clean	0.1194	0.250634615384615
sounds	0.1165	0.250634615384615
so	0.0835	0.250634615384615
bad	0.116	0.250634615384615
though.	0.228714285714286	0.250634615384615
	Inf	NA
I	0.151	0.19525
wasn't	0.122	0.19525
trying	0.110666666666667	0.19525
to	0.0825	0.19525
transgress.	0.221090909090909	0.19525
	Inf	0.19525
Maybe	0.13	0.19525
there	0.1196	0.19525
was	0.156333333333333	0.19525
something	0.0853333333333333	0.19525
about	0.08	0.19525
the	0.0886666666666667	0.19525
danger,	0.154428571428571	0.19525
but	0.0726666666666667	0.19525
I	0.117	0.444058823529412
became	0.122166666666667	0.444058823529412
fixated	0.185428571428571	0.444058823529412
on	0.0755	0.187211538461538
the	0.105	0.187211538461538
idea	0.158	0.187211538461538
that	0.12375	0.187211538461538
